User ID,Age,Gender,Location,Phone Brand,OS,Screen Time (hrs/day),Data Usage (GB/month),Calls Duration (mins/day),Number of Apps Installed,Social Media Time (hrs/day),E-commerce Spend (INR/month),Streaming Time (hrs/day),Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use
U15648,0.977777778,1.977777778,2.977777778,Realme,1,9,40.4,42.4,111,1.7,6083,6.2,4.3,0.677368421,Work
U15649,0.511111111,1.511111111,2.511111111,Motorola,0,5.4,2.4,194.7,182,2.2,7276,3.8,3.8,0.534210526,Social Media
U15650,0.422222222,1.422222222,2.422222222,Samsung,0,9.8,40.7,170.4,112,2.4,2891,1.9,2.9,0.676315789,Education
U15651,0.444444444,1.444444444,2.444444444,Motorola,1,7.1,34.9,204.8,123,4.8,2756,5.6,4.7,0.527894737,Work
U15652,0.377777778,1.377777778,2.377777778,Nokia,1,5.5,33.1,265.3,62,2.6,9691,3.3,2.6,0.286842105,Work
U15653,1,2,3,Xiaomi,1,4,17.7,173,116,2,5678,4,0.7,0.999473684,Gaming
U15654,0.555555556,1.555555556,2.555555556,Nokia,1,6,4.9,13.7,143,4.7,6929,7.2,0.2,0.402631579,Entertainment
U15655,0.422222222,1.422222222,2.422222222,Apple,0,7.2,34.4,77.5,80,3.9,4028,0.7,1.3,0.895263158,Social Media
U15656,0.888888889,1.888888889,2.888888889,OnePlus,0,4.2,49.5,16.4,149,5.8,2431,7.7,4.2,0.826842105,Entertainment
U15657,0.444444444,1.444444444,2.444444444,Apple,1,10.1,9.5,270.4,132,3.5,6752,6.3,4.8,0.091578947,Social Media
U15658,0.933333333,1.933333333,2.933333333,Motorola,1,5.6,31.6,255.1,46,4.3,6847,3.7,0.6,0.338421053,Gaming
U15659,0.488888889,1.488888889,2.488888889,Xiaomi,0,4.9,49.1,24.4,169,2,7138,1.3,4.3,0.777368421,Gaming
U15660,0.022222222,1.022222222,2.022222222,Nokia,0,8.1,49,7.7,56,3.7,2724,3.1,3,0.585789474,Social Media
U15661,0.311111111,1.311111111,2.311111111,OnePlus,0,3.8,5.4,96.8,94,4.9,5612,6.3,5,0.225263158,Education
U15662,0.822222222,1.822222222,2.822222222,Vivo,0,6.3,7.2,17.7,106,3.4,5524,1.9,1.1,0.017368421,Education
U15663,0.733333333,1.733333333,2.733333333,OnePlus,1,10.6,30.4,265.3,165,5.8,1729,5.7,3.7,0.302631579,Entertainment
U15664,0.177777778,1.177777778,2.177777778,Apple,0,4.1,8.4,296.9,25,4.1,8405,2.3,1.3,0.166315789,Entertainment
U15665,1,2,3,Vivo,0,1.6,15.8,273.2,17,1.3,9403,7.8,1,0.830526316,Gaming
U15666,0.2,1.2,2.2,Oppo,0,7.9,11.3,23.7,100,4.5,6324,2.1,2.8,0.038421053,Work
U15667,0.666666667,1.666666667,2.666666667,Apple,0,4,29.2,146.1,168,0.6,4261,5.8,3.8,0.779473684,Gaming
U15668,0.066666667,1.066666667,2.066666667,Samsung,1,2.9,27,271.9,70,1.5,9575,6.9,3.3,0.773684211,Work
U15669,0.733333333,1.733333333,2.733333333,Samsung,1,11.5,35.3,263.7,39,0.7,1329,3.5,4.3,0.109473684,Entertainment
U15670,0.222222222,1.222222222,2.222222222,Apple,1,5.4,26.6,75.5,95,4.1,9836,5.2,2.4,0.406315789,Entertainment
U15671,0.333333333,1.333333333,2.333333333,Apple,1,12,18.1,290.9,143,1.4,2096,6.6,1.4,0.280526316,Work
U15672,0.222222222,1.222222222,2.222222222,Vivo,1,9.2,3.9,120.8,139,5.7,1745,1.5,1.7,0.870526316,Social Media
U15673,0.155555556,1.155555556,2.155555556,Vivo,0,8.8,44,147.9,176,4.2,3629,6.1,0.6,0.402631579,Entertainment
U15674,0.466666667,1.466666667,2.466666667,OnePlus,1,4.5,34.6,169.5,81,2.7,7144,6.4,4.8,0.748421053,Entertainment
U15675,0.866666667,1.866666667,2.866666667,Google Pixel,0,1.6,33.1,168.9,43,1.2,7148,6,3,0.896842105,Work
U15676,0.222222222,1.222222222,2.222222222,Motorola,1,11,35.5,69.7,129,4,4009,1.1,2.6,0.133157895,Education
U15677,0.133333333,1.133333333,2.133333333,Apple,1,4.7,16.2,263.5,157,1,2722,0.9,3.2,0.167368421,Education
U15678,0.644444444,1.644444444,2.644444444,Xiaomi,0,8.1,34.4,163.8,178,3.7,4886,3,1.2,0.562105263,Education
U15679,0.777777778,1.777777778,2.777777778,Vivo,1,5.8,20.4,60.1,82,4.2,1504,2.4,2.7,0.888947368,Gaming
U15680,0.622222222,1.622222222,2.622222222,Apple,0,8.4,35.4,39.6,184,1.7,3854,7.3,0.7,0.254210526,Entertainment
U15681,0.488888889,1.488888889,2.488888889,Apple,0,5,43.8,268.1,13,3.4,1813,5.4,4.1,0.697894737,Entertainment
U15682,0.333333333,1.333333333,2.333333333,Vivo,0,1.2,5.9,166,41,2.6,9134,1.9,2.6,0.654210526,Gaming
U15683,0.333333333,1.333333333,2.333333333,Xiaomi,0,11.3,32.9,122.4,94,1.7,4830,6.1,0.5,0.446842105,Entertainment
U15684,0.488888889,1.488888889,2.488888889,Realme,0,8.9,40.6,203.6,196,5.7,7245,5.1,4.4,0.164210526,Work
U15685,0.266666667,1.266666667,2.266666667,Samsung,0,7,35.8,118.1,174,1.8,516,6.2,2.4,0.803157895,Entertainment
U15686,0,1,2,OnePlus,0,3.7,32.8,43,200,5.7,249,3.2,2,0.466315789,Gaming
U15687,0.733333333,1.733333333,2.733333333,Xiaomi,0,7.3,26.3,292.5,110,3.8,4092,5.4,0.3,0.139473684,Social Media
U15688,0.755555556,1.755555556,2.755555556,Nokia,1,3.6,20.4,42.3,151,3.8,8043,6.1,1.3,0.137368421,Gaming
U15689,0.444444444,1.444444444,2.444444444,Oppo,1,5.2,21.2,241.8,67,3.4,5848,7.5,4.8,0.584736842,Education
U15690,0.555555556,1.555555556,2.555555556,Samsung,0,8.2,23.9,171.8,74,2.2,4306,2.8,0.3,0.541578947,Education
U15691,0.444444444,1.444444444,2.444444444,Xiaomi,1,6.1,44.8,71.3,57,5.2,8817,0.5,2.2,0.060526316,Work
U15692,0.511111111,1.511111111,2.511111111,OnePlus,1,10.6,48.6,191.8,180,2.6,1879,1.1,1.4,0.7,Social Media
U15693,0.844444444,1.844444444,2.844444444,Vivo,0,5.7,12.5,176.4,97,3.3,447,5.4,1.7,0.889473684,Education
U15694,0.977777778,1.977777778,2.977777778,Vivo,1,2.6,41.3,219.1,178,5.1,3713,4.9,4.2,0.438947368,Entertainment
U15695,0.022222222,1.022222222,2.022222222,Vivo,1,6.4,45.1,211.5,108,4.6,5974,3.4,1.8,0.861578947,Work
U15696,0.577777778,1.577777778,2.577777778,Apple,0,11.7,6.4,212.4,25,4.7,9750,1,2.2,0.201578947,Education
U15697,0.333333333,1.333333333,2.333333333,Realme,0,10.1,8.3,164.4,199,2.9,7338,4.4,1.5,0.791578947,Education
U15698,0,1,2,Apple,1,10.4,32.7,152.4,139,2.3,7478,6.8,0.6,0.861052632,Education
U15699,0.955555556,1.955555556,2.955555556,Xiaomi,1,2.6,47,5.7,173,5.5,5612,6.2,2.4,0.244210526,Entertainment
U15700,0.622222222,1.622222222,2.622222222,Apple,1,10.8,29.6,251.8,48,2.1,3320,6.4,0.5,0.760526316,Work
U15701,0.288888889,1.288888889,2.288888889,Xiaomi,0,2.4,44.7,15,10,4.5,3460,0.8,0.2,0.033157895,Social Media
U15702,0.711111111,1.711111111,2.711111111,Oppo,1,1.5,44,83.7,19,4.1,8312,7.9,5,0.457894737,Work
U15703,0.688888889,1.688888889,2.688888889,Realme,0,7.7,46.3,186.6,116,0.6,2573,6,2.7,0.007894737,Gaming
U15704,0.088888889,1.088888889,2.088888889,Motorola,0,4.9,3.7,257.8,17,1.3,2685,7.3,1.8,0.356315789,Social Media
U15705,0.111111111,1.111111111,2.111111111,Xiaomi,1,4.1,21,5.4,177,5.8,7080,3.9,3.8,0.385263158,Education
U15706,0.822222222,1.822222222,2.822222222,Realme,0,11.6,36.1,58.8,40,0.5,8191,6.1,4.1,0.632105263,Education
U15707,0.777777778,1.777777778,2.777777778,Nokia,1,4.8,28.4,221.2,46,5.5,2568,7.3,0.7,0.543684211,Work
U15708,0.955555556,1.955555556,2.955555556,OnePlus,0,7.3,20.7,156.7,65,1.1,5931,3.2,3.9,0.291052632,Entertainment
U15709,0.377777778,1.377777778,2.377777778,Xiaomi,0,2.8,28.5,123,17,1.7,3412,0.6,4.5,0.34,Entertainment
U15710,0.955555556,1.955555556,2.955555556,Nokia,1,8.4,4.8,149.2,16,5,3125,4.2,4.6,0.024210526,Work
U15711,0.733333333,1.733333333,2.733333333,Xiaomi,1,9.9,49.7,8.7,159,4.6,2854,4.7,3,0.277368421,Gaming
U15712,0.111111111,1.111111111,2.111111111,OnePlus,1,11.2,21.4,25.3,164,0.6,9380,3.9,4.6,0.660526316,Gaming
U15713,0.777777778,1.777777778,2.777777778,Motorola,0,8,18.1,215.7,189,5.1,9551,4,2.7,0.656842105,Gaming
U15714,0.555555556,1.555555556,2.555555556,Realme,0,5.7,34.5,160.2,69,4,1598,3.6,1.9,0.592631579,Entertainment
U15715,0.555555556,1.555555556,2.555555556,OnePlus,0,11.7,23.3,268.9,126,3.6,9857,1.5,2.1,0.291052632,Social Media
U15716,0.866666667,1.866666667,2.866666667,Samsung,0,5.8,20.4,46.5,141,1.5,8041,4.6,0.9,0.943684211,Education
U15717,0.888888889,1.888888889,2.888888889,Motorola,1,8.8,33.3,81.3,177,1.3,2983,3.1,4.5,0.333684211,Work
U15718,0.066666667,1.066666667,2.066666667,Google Pixel,0,5.8,35,90,155,1.4,4841,7.9,1.5,0.441578947,Social Media
U15719,0.733333333,1.733333333,2.733333333,Xiaomi,1,1.6,33.2,11.8,102,0.6,5319,3,0.6,0.639473684,Social Media
U15720,0.133333333,1.133333333,2.133333333,OnePlus,1,3.7,10.6,275,184,4.8,2657,6.7,0.4,0.011052632,Work
U15721,0.111111111,1.111111111,2.111111111,Nokia,1,11.9,37.7,142,10,2.6,1922,3.2,0.9,0.582631579,Entertainment
U15722,0.911111111,1.911111111,2.911111111,Realme,0,10.2,9.2,84.8,68,3.3,2432,5.6,4.9,0.432105263,Social Media
U15723,0.422222222,1.422222222,2.422222222,Apple,1,5.9,7.5,285,155,0.9,8971,0.7,4.6,0.312631579,Entertainment
U15724,0.555555556,1.555555556,2.555555556,Motorola,0,8.2,42.8,80.4,132,1.4,6631,6,0.1,0.647368421,Gaming
U15725,0.333333333,1.333333333,2.333333333,Nokia,0,11.3,6.3,162.3,177,3.7,5960,7,3.8,0.120526316,Entertainment
U15726,0.822222222,1.822222222,2.822222222,Xiaomi,1,6.3,29.1,118.3,188,0.9,7437,2.9,2.7,0.157894737,Entertainment
U15727,0.533333333,1.533333333,2.533333333,Motorola,0,5.7,6.1,46.2,90,3.1,7611,3.2,0.4,0.177894737,Education
U15728,0.622222222,1.622222222,2.622222222,Vivo,1,4,2.1,229.8,18,5.4,4275,1.3,0.6,0.024736842,Education
U15729,0.888888889,1.888888889,2.888888889,Realme,0,2.5,8.4,56.1,162,1,2808,6.1,2.6,0.89,Education
U15730,0.555555556,1.555555556,2.555555556,Apple,0,10,26.9,79.4,97,5.6,8443,5.7,1.6,0.473157895,Social Media
U15731,0.755555556,1.755555556,2.755555556,Motorola,1,3.7,41.5,168.1,158,2.2,5799,1.3,0.8,0.683684211,Gaming
U15732,0.088888889,1.088888889,2.088888889,Apple,1,11.4,38.8,150,164,2.7,8410,5.6,4.3,0.44,Gaming
U15733,0.466666667,1.466666667,2.466666667,Apple,1,6.8,42.5,168.1,181,2.5,2703,1.1,0,0.023157895,Work
U15734,0.622222222,1.622222222,2.622222222,Apple,1,3.5,22.8,76.3,30,5.6,4754,2.5,2.8,0.313684211,Gaming
U15735,0.044444444,1.044444444,2.044444444,Nokia,0,7.5,34.9,134.4,181,3.7,5702,3.4,2.4,0.026842105,Education
U15736,0.8,1.8,2.8,Motorola,0,5.5,43.7,262,54,4.1,1509,2.3,0.6,0.504736842,Education
U15737,1,2,3,Xiaomi,0,11.7,24.2,67.4,10,3.6,709,5.3,1.5,0.234210526,Entertainment
U15738,0.2,1.2,2.2,Nokia,1,3.5,22.2,129.8,88,3.4,4461,1.4,3.1,0.182631579,Gaming
U15739,0.111111111,1.111111111,2.111111111,Nokia,1,9.8,36.8,293.1,127,5.2,1877,6.1,3.8,0.308421053,Social Media
U15740,0.444444444,1.444444444,2.444444444,Realme,0,5.1,46.9,81.5,102,2.1,944,2.3,4,0.308421053,Gaming
U15741,0.8,1.8,2.8,OnePlus,1,9.6,41.7,120,147,4.3,2685,0.8,0.1,0.405789474,Entertainment
U15742,0.666666667,1.666666667,2.666666667,Apple,1,10.4,1.9,297.9,51,5,4098,2.7,4.9,0.024210526,Gaming
U15743,0.733333333,1.733333333,2.733333333,Apple,0,2.9,42.6,110,50,0.7,8207,0.6,0.3,0.504736842,Work
U15744,0.4,1.4,2.4,Nokia,0,3.3,22.9,208.8,193,2,396,6.5,5,0.822105263,Education
U15745,0.133333333,1.133333333,2.133333333,OnePlus,0,2.5,44.1,296.4,97,3.3,2600,4.7,2.8,0.219473684,Work
U15746,0.111111111,1.111111111,2.111111111,Realme,0,7.3,22.8,249.2,195,5.2,2817,3.7,0.9,0.091052632,Education
U15747,0.088888889,1.088888889,2.088888889,Nokia,0,3.7,29.7,31.3,59,3.9,7909,7.5,1.7,0.145263158,Work
U15748,0.444444444,1.444444444,2.444444444,Samsung,1,4.8,34.8,79.1,59,2.9,683,7.3,3.2,0.830526316,Entertainment
U15749,0.977777778,1.977777778,2.977777778,Oppo,1,1.9,48.8,108.8,141,4.8,439,3.9,0.4,0.417368421,Gaming
U15750,0.666666667,1.666666667,2.666666667,Nokia,0,7.9,6.8,285.4,80,2.8,3873,3.3,1.7,0.792105263,Work
U15751,0.111111111,1.111111111,2.111111111,Realme,0,4.6,39.8,87.3,61,0.7,9911,2.4,2.4,0.022105263,Entertainment
U15752,0.933333333,1.933333333,2.933333333,Google Pixel,0,10.2,27.8,209.5,65,3.9,2877,5.3,5,0.416842105,Entertainment
U15753,0.977777778,1.977777778,2.977777778,Xiaomi,0,6,30.8,248.1,37,1.6,5240,2.2,1,0.021052632,Work
U15754,0.422222222,1.422222222,2.422222222,Vivo,1,2.9,46.1,191.3,93,1.1,7251,3.9,1.3,0.107368421,Entertainment
U15755,0.777777778,1.777777778,2.777777778,Samsung,0,1.3,17.6,146.3,118,3.6,7328,3,0.8,0.048421053,Social Media
U15756,0.377777778,1.377777778,2.377777778,Vivo,1,7,45.1,122.4,67,4.9,8326,6.4,2.9,0.894736842,Social Media
U15757,0.244444444,1.244444444,2.244444444,Xiaomi,1,5.5,15.4,132.7,101,4.2,7065,7.9,4.7,0.663157895,Work
U15758,0.2,1.2,2.2,OnePlus,0,4.6,12.3,134,78,0.9,2394,6.2,3.4,0.184736842,Education
U15759,0.066666667,1.066666667,2.066666667,Vivo,0,7.6,22.3,254.5,60,5.7,3775,5.2,4.3,0.853157895,Gaming
U15760,0.577777778,1.577777778,2.577777778,Google Pixel,1,4.8,42.4,262.2,199,5.9,4815,5.5,1,0.724210526,Social Media
U15761,0.8,1.8,2.8,OnePlus,1,1.5,20.6,181.1,78,5.2,2785,3.7,4.8,0.586315789,Gaming
U15762,0.066666667,1.066666667,2.066666667,OnePlus,1,7.7,26.5,238.2,22,4,3059,2.7,1.6,0.724736842,Education
U15763,0.622222222,1.622222222,2.622222222,Google Pixel,0,8.3,32,169.6,127,5.6,2214,2.4,2.8,0.618421053,Work
U15764,0.755555556,1.755555556,2.755555556,Vivo,1,4.2,11.2,287.5,50,4.8,2907,1.8,3.3,0.265263158,Work
U15765,0.177777778,1.177777778,2.177777778,Xiaomi,1,11.2,17,174.2,88,5.8,8418,5.5,1.3,0.479473684,Social Media
U15766,0.4,1.4,2.4,OnePlus,0,2.7,38.9,22.2,167,4.2,4918,6.4,2.4,0.767368421,Gaming
U15767,0.644444444,1.644444444,2.644444444,Nokia,0,3.6,11.9,12.4,194,2.7,3717,4.1,2.5,0.943157895,Gaming
U15768,0.422222222,1.422222222,2.422222222,Samsung,0,11.3,9.3,127.5,107,1.1,7271,1.5,4,0.545263158,Entertainment
U15769,0.4,1.4,2.4,Vivo,0,1.8,47.4,66.4,73,4.9,7757,6.6,3.1,0.167894737,Entertainment
U15770,0.266666667,1.266666667,2.266666667,Nokia,1,4.7,35.7,6,35,1.1,8016,7.1,3.7,0.292105263,Entertainment
U15771,0.222222222,1.222222222,2.222222222,Vivo,0,8.7,9.2,255.4,89,2.5,4163,5.2,3.2,0.003157895,Entertainment
U15772,0.066666667,1.066666667,2.066666667,OnePlus,0,11,34.1,207.9,95,1,7544,4.6,4.5,0.234210526,Work
U15773,0.466666667,1.466666667,2.466666667,Vivo,1,10.9,24.1,186.9,107,1.9,3997,5.4,2.1,0.945789474,Social Media
U15774,0.422222222,1.422222222,2.422222222,Nokia,1,11.3,36.5,215.5,149,3.5,9654,6,0.6,0.551578947,Work
U15775,0.2,1.2,2.2,Nokia,1,10.7,11.8,243.3,149,5.9,1218,2.4,2.4,0.225263158,Education
U15776,0.666666667,1.666666667,2.666666667,OnePlus,1,1.2,22.7,188.1,154,2.2,199,7.3,4.6,0.815789474,Work
U15777,0.688888889,1.688888889,2.688888889,Motorola,1,4.3,2.7,63.8,169,3.1,6655,1.2,4.2,0.139473684,Education
U15778,0.311111111,1.311111111,2.311111111,Vivo,1,8.5,31.3,113.9,51,5.4,6680,3.3,2.2,0.413684211,Education
U15779,0.066666667,1.066666667,2.066666667,Google Pixel,1,9,34.9,125.4,12,3.5,5618,4.2,0.8,0.283684211,Social Media
U15780,0.6,1.6,2.6,Motorola,1,2.4,2.6,195.8,12,3.9,2192,7.8,2.8,0.189473684,Education
U15781,0.133333333,1.133333333,2.133333333,Samsung,0,3.1,27.4,37.9,26,2.9,159,0.9,0.8,0.903684211,Social Media
U15782,0.622222222,1.622222222,2.622222222,Google Pixel,1,2.3,42.1,88.5,54,2.2,9289,3.9,1.2,0.359473684,Entertainment
U15783,0.488888889,1.488888889,2.488888889,Xiaomi,0,10.2,11.5,146,23,5.2,7952,7.7,3,0.77,Entertainment
U15784,0.311111111,1.311111111,2.311111111,Nokia,1,2.5,20.5,102.1,198,3.5,5625,7.5,0.3,0.266842105,Work
U15785,0.044444444,1.044444444,2.044444444,Vivo,1,8.4,44.2,182.7,72,3.2,8241,3.5,2,0.555789474,Education
U15786,0.733333333,1.733333333,2.733333333,Motorola,1,4.3,49.6,220.9,163,2.9,7494,7.7,1.6,0.378421053,Work
U15787,0.822222222,1.822222222,2.822222222,Samsung,0,3.3,24.4,201.4,66,4.2,4561,2,4,0.970526316,Entertainment
U15788,0.777777778,1.777777778,2.777777778,Google Pixel,1,5.3,20.9,70.2,122,5,7727,8,0.7,0.259473684,Work
U15789,0.155555556,1.155555556,2.155555556,Apple,1,2.2,45.8,218.5,62,4.8,9647,4.2,3.5,0.048421053,Education
U15790,0.333333333,1.333333333,2.333333333,Apple,0,8.3,29.1,195.8,57,1.8,9063,6.9,0.9,0.810526316,Entertainment
U15791,0.422222222,1.422222222,2.422222222,Google Pixel,1,4.3,35.6,174.4,16,1.4,3826,7.2,3,0.984210526,Social Media
U15792,0.933333333,1.933333333,2.933333333,OnePlus,0,11.5,49,69.2,181,0.7,5508,3.5,1.2,0.129473684,Social Media
U15793,0.688888889,1.688888889,2.688888889,Apple,1,11.8,19.1,158,18,2.2,5887,4.6,1.4,0.370526316,Entertainment
U15794,0.088888889,1.088888889,2.088888889,Xiaomi,1,6.8,19.4,275.9,187,1.4,9477,6.2,2.5,0.334736842,Gaming
U15795,0.2,1.2,2.2,Google Pixel,1,11.7,13.6,10.4,146,5,7139,1.1,0,0.804210526,Gaming
U15796,0.466666667,1.466666667,2.466666667,Samsung,1,8.8,18.7,170.4,182,2.7,7821,7.9,0.7,0.043157895,Entertainment
U15797,0.2,1.2,2.2,Google Pixel,1,3.3,32.5,177.5,137,5.7,2266,3.5,4.3,0.644736842,Gaming
U15798,0.311111111,1.311111111,2.311111111,Vivo,1,7,40.2,153.9,29,1.4,2775,6.1,2.9,0.368421053,Entertainment
U15799,0.555555556,1.555555556,2.555555556,Xiaomi,0,4.6,20.7,284.9,143,3.1,4474,5.1,4.3,0.118421053,Gaming
U15800,0.355555556,1.355555556,2.355555556,Realme,1,7,37.8,122.4,56,4.7,8574,5.1,1.3,0.018421053,Education
U15801,0.822222222,1.822222222,2.822222222,OnePlus,0,3.3,16.7,81.8,149,1.8,3426,1.1,1.9,0.827894737,Social Media
U15802,0,1,2,OnePlus,1,10,37.8,137.2,184,5.6,6413,2.3,1.1,0.497894737,Work
U15803,0.044444444,1.044444444,2.044444444,Google Pixel,0,1.2,24.6,101.1,32,3.1,5999,3.6,3.2,0.867894737,Work
U15804,0.2,1.2,2.2,Oppo,0,2.4,12.4,86.9,124,1.3,1298,1.3,4.6,0.578947368,Gaming
U15805,0.622222222,1.622222222,2.622222222,Oppo,1,6.4,16.8,54.3,70,4.8,5336,4.2,1,0.796315789,Gaming
U15806,0.244444444,1.244444444,2.244444444,Nokia,1,5.3,30.5,282.5,135,4.2,6140,1.8,2.7,0.099473684,Education
U15807,0.066666667,1.066666667,2.066666667,Xiaomi,1,11.3,12.9,220,184,5.2,5505,3.2,0.6,0.240526316,Social Media
U15808,0.666666667,1.666666667,2.666666667,OnePlus,1,6,15.8,73.1,135,3.1,6132,3.3,0,0.134736842,Education
U15809,0.066666667,1.066666667,2.066666667,Realme,1,7.5,27.9,288.5,51,0.7,7726,1.9,2.3,0.204210526,Social Media
U15810,0.244444444,1.244444444,2.244444444,Oppo,0,5.7,44,129.9,147,2.8,4526,6.4,3.9,0.267894737,Gaming
U15811,0.111111111,1.111111111,2.111111111,Realme,1,8.2,22.7,104.1,136,1.8,9427,0.7,2.8,0.356842105,Entertainment
U15812,0.644444444,1.644444444,2.644444444,Vivo,1,4.7,9.8,54.7,27,3.9,7482,3.5,1.1,0.056842105,Work
U15813,0.377777778,1.377777778,2.377777778,Samsung,0,5.7,20.4,31.6,103,1.3,9761,7.4,4.2,0.779473684,Gaming
U15814,0.444444444,1.444444444,2.444444444,Oppo,1,7.2,33.5,10.3,33,4.5,8812,6.1,3.5,0.956315789,Social Media
U15815,0.422222222,1.422222222,2.422222222,Oppo,1,8.1,32,68.5,26,5.5,5710,2,2.2,0.084210526,Entertainment
U15816,0.555555556,1.555555556,2.555555556,Realme,1,3.4,3.1,261.1,189,5.9,7541,6.2,0.3,0.346842105,Work
U15817,0.511111111,1.511111111,2.511111111,Vivo,1,2.3,41.4,222.5,116,2.7,4281,3.2,4.8,0.555789474,Entertainment
U15818,0.177777778,1.177777778,2.177777778,Google Pixel,0,3.8,47.4,270.4,72,5.4,1982,3.6,2.7,0.951052632,Work
U15819,0.533333333,1.533333333,2.533333333,Realme,0,11,20.7,258.4,49,3.4,2960,5.3,2.8,0.117894737,Entertainment
U15820,0.2,1.2,2.2,Google Pixel,1,10,47.8,171.7,35,2.3,5015,5.1,1.4,0.432105263,Education
U15821,0.288888889,1.288888889,2.288888889,Oppo,1,7,33,169.7,86,2,8824,6,3.8,0.222631579,Social Media
U15822,0.533333333,1.533333333,2.533333333,Realme,1,6.6,2.4,299.3,68,5.1,7095,5.8,3.2,0.242631579,Gaming
U15823,0.088888889,1.088888889,2.088888889,Oppo,1,10.6,30.6,292.2,40,5.3,4789,5.3,4.4,0.729473684,Education
U15824,0.577777778,1.577777778,2.577777778,Google Pixel,1,11.2,3.7,99.7,45,4.1,3720,2.2,4.2,0.936315789,Entertainment
U15825,0.288888889,1.288888889,2.288888889,Realme,1,11.4,17.9,226.4,175,1.4,1615,0.7,1.9,0.008421053,Social Media
U15826,0.333333333,1.333333333,2.333333333,Apple,0,10.1,12.8,203,164,4.4,5197,2.7,0.5,0.465263158,Gaming
U15827,0.533333333,1.533333333,2.533333333,Samsung,0,11.1,29.7,99.5,111,5,2070,3.6,4.4,0.905263158,Education
U15828,0.355555556,1.355555556,2.355555556,Xiaomi,0,10.2,7.2,107.9,16,2.4,5773,4,3.6,0.261578947,Work
U15829,0.888888889,1.888888889,2.888888889,Apple,0,11.6,23.6,74.5,113,4.1,4822,5.1,4.6,0.258421053,Gaming
U15830,0.844444444,1.844444444,2.844444444,Realme,1,4.5,32.1,152.6,175,4,3697,5.4,4.3,0.929473684,Social Media
U15831,0.533333333,1.533333333,2.533333333,Apple,0,2.5,25,275.8,57,3.2,1442,7.8,1.4,0.193684211,Social Media
U15832,0.977777778,1.977777778,2.977777778,Samsung,1,11.4,2.6,110.7,132,1.1,2680,6.3,1.2,0.336315789,Social Media
U15833,0.777777778,1.777777778,2.777777778,Nokia,1,3.8,8.9,181.2,10,1.3,6757,5.2,1.2,0.207894737,Social Media
U15834,0.977777778,1.977777778,2.977777778,Google Pixel,1,4.2,24.2,41.4,42,1.1,4481,5.6,1.7,0.968421053,Gaming
U15835,0.933333333,1.933333333,2.933333333,Realme,1,10.8,49.9,120.9,172,1.9,2909,7.1,4.9,0.538947368,Entertainment
U15836,0.8,1.8,2.8,Google Pixel,1,1.5,40.9,283.6,198,2,4314,4.5,0.8,0.299473684,Work
U15837,0.288888889,1.288888889,2.288888889,OnePlus,1,11.2,4.5,193.4,79,5.8,6806,6.2,0.1,0.584210526,Work
U15838,0.555555556,1.555555556,2.555555556,Samsung,1,3.8,34.4,209.7,21,2.8,9428,6.9,3.6,0.3,Gaming
U15839,0.422222222,1.422222222,2.422222222,Oppo,0,11.4,27.9,241.4,59,4.7,8023,0.9,3.9,0.614210526,Entertainment
U15840,0.644444444,1.644444444,2.644444444,Vivo,0,6.7,28.3,75.1,142,5.3,4503,0.6,3.3,0.146842105,Work
U15841,0.088888889,1.088888889,2.088888889,OnePlus,0,4.6,22.2,48.1,131,4.1,5403,5.3,1.5,0.305263158,Social Media
U15842,0.711111111,1.711111111,2.711111111,OnePlus,1,8.9,45.2,40.3,127,1.9,5250,3.8,3.1,0.472105263,Social Media
U15843,0.511111111,1.511111111,2.511111111,Apple,0,7.9,42.3,93,49,2.2,3401,7.1,5,0.311578947,Gaming
U15844,0.511111111,1.511111111,2.511111111,Motorola,0,9.4,22.6,198.6,16,4.9,2591,7.6,2.6,0.736315789,Entertainment
U15845,0.711111111,1.711111111,2.711111111,Motorola,0,9.2,5.9,67.2,95,5.7,8557,4.2,3.4,0.378421053,Gaming
U15846,0.555555556,1.555555556,2.555555556,Google Pixel,1,3.9,7.3,50.4,188,3.1,7970,5.4,2.3,0.718947368,Entertainment
U15847,0.8,1.8,2.8,Vivo,0,7.9,19.9,87.5,24,1.4,6839,3.3,1.7,0.956842105,Work
U15848,0.333333333,1.333333333,2.333333333,OnePlus,0,2,28.6,235.7,57,4.6,1884,3.3,3.2,0.397368421,Social Media
U15849,0.688888889,1.688888889,2.688888889,Apple,1,9.1,41.7,199.3,75,5.5,5652,5.3,3,0.397894737,Education
U15850,0.2,1.2,2.2,Google Pixel,1,11.3,7.6,79.3,122,0.8,7467,7.8,1.2,0.147894737,Gaming
U15851,0.777777778,1.777777778,2.777777778,Nokia,0,1.9,45.2,182.9,78,2.6,1577,4.5,1.5,0.390526316,Social Media
U15852,0.088888889,1.088888889,2.088888889,Realme,1,10.9,32,264.8,124,3.9,8474,5.3,4.6,0.553157895,Gaming
U15853,0.377777778,1.377777778,2.377777778,Vivo,0,4.1,41.6,25.3,68,4,875,7.2,2.4,0.719473684,Social Media
U15854,0.933333333,1.933333333,2.933333333,Apple,0,5.6,40.9,238,22,5.7,7178,5.4,2.3,0.475263158,Entertainment
